tweet_id,source,expanded_urls,timestamp,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,lang,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
889278841981685760,iPhone,https://twitter.com/dog_rates/status/889278841981685760/video/1,2017-07-24 00:19:32,13,10,Oliver,,4780,23333,English,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,iPhone,https://twitter.com/dog_rates/status/888917238123831296/photo/1,2017-07-23 00:22:39,12,10,Jim,,4020,26960,English,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True
888804989199671297,iPhone,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",2017-07-22 16:56:37,13,10,Zeke,,3793,23655,English,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
888554962724278272,iPhone,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",2017-07-22 00:23:06,13,10,Ralphus,,3106,18261,English,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
888078434458587136,iPhone,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",2017-07-20 16:49:33,12,10,Gerald,,3113,20180,English,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
887705289381826560,iPhone,https://twitter.com/dog_rates/status/887705289381826560/photo/1,2017-07-19 16:06:48,13,10,Jeffrey,,4841,28059,English,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
887473957103951883,iPhone,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",2017-07-19 00:47:34,13,10,Canela,,16132,63655,English,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
887101392804085760,iPhone,https://twitter.com/dog_rates/status/887101392804085760/photo/1,2017-07-18 00:07:08,12,10,None,floofer,5351,28397,English,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True
886736880519319552,iPhone,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",2017-07-16 23:58:41,13,10,Mingus,,2869,11079,English,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True
886366144734445568,iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",2017-07-15 23:25:31,12,10,Roscoe,pupper,2836,19587,English,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
885984800019947520,iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,2017-07-14 22:10:11,12,10,Jimbo,,6030,30189,English,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
885528943205470208,iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,2017-07-13 15:58:47,13,10,Maisey,,5730,33318,English,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
885167619883638784,iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",2017-07-12 16:03:00,13,10,None,,3917,20266,English,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884925521741709313,iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,2017-07-12 00:01:00,12,10,Earl,,16186,71294,English,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
884876753390489601,iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",2017-07-11 20:47:12,13,10,Lola,,5003,25763,English,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884562892145688576,iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,2017-07-11 00:00:02,13,10,Kevin,,4214,22535,English,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
884441805382717440,iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,2017-07-10 15:58:53,14,10,None,,5110,25107,English,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,2017-07-09 21:29:42,12,10,Yogi,doggo,2681,18926,English,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
883838122936631299,iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,2017-07-09 00:00:04,12,10,Noah,,3076,20236,English,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
883482846933004288,iPhone,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",2017-07-08 00:28:19,5,10,Bella,,8856,42445,English,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
883360690899218434,iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,2017-07-07 16:22:55,13,10,Grizzwald,floofer,3317,21011,English,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,iPhone,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",2017-07-07 00:17:54,13,10,None,,5969,34385,English,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True
882762694511734784,iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,2017-07-06 00:46:41,12,10,Gus,pupper,4383,26187,English,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True
882627270321602560,iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,2017-07-05 15:48:34,13,10,Stanley,,5451,25947,English,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,iPhone,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",2017-07-04 16:01:23,13,10,Alfy,,10388,41530,English,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True
881666595344535552,iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,2017-07-03 00:11:11,13,10,Gary,pupper,9575,46959,English,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True
880872448815771648,iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,2017-06-30 19:35:32,12,10,None,,3438,19733,English,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,iPhone,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",2017-06-29 16:39:47,12,10,Bella,,5574,26395,English,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
880095782870896641,iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,2017-06-28 16:09:20,11,10,None,,3901,25622,English,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
879862464715927552,iPhone,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",2017-06-28 00:42:13,13,10,Romeo,,3127,20743,English,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
879415818425184262,iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,2017-06-26 19:07:24,13,10,Duddles,,39979,98101,English,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
879008229531029506,iPhone,https://twitter.com/dog_rates/status/879008229531029506/photo/1,2017-06-25 16:07:47,13,10,Beau,,2405,17645,English,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
878776093423087618,iPhone,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",2017-06-25 00:45:22,13,10,Snoopy,puppo,3680,17977,English,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True
878281511006478336,iPhone,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",2017-06-23 16:00:04,13,10,Shadow,,1151,7177,English,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True
878057613040115712,iPhone,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",2017-06-23 01:10:23,14,10,Emmy,,6119,39085,English,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True
877736472329191424,iPhone,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",2017-06-22 03:54:17,13,10,Aja,,17037,73472,English,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
877316821321428993,iPhone,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",2017-06-21 00:06:44,13,10,Dante,,4682,25461,English,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
877201837425926144,iPhone,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",2017-06-20 16:29:50,12,10,Nelly,,5015,25178,English,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
876838120628539392,iPhone,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",2017-06-19 16:24:33,12,10,Ginger,pupper,3007,19234,English,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True
876484053909872640,iPhone,https://twitter.com/dog_rates/status/876484053909872640/photo/1,2017-06-18 16:57:37,13,10,Benedict,,2131,17466,English,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True
876120275196170240,iPhone,https://twitter.com/dog_rates/status/876120275196170240/photo/1,2017-06-17 16:52:05,13,10,Venti,puppo,4207,26024,English,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
875747767867523072,iPhone,https://twitter.com/dog_rates/status/875747767867523072/photo/1,2017-06-16 16:11:53,13,10,Goose,,3848,23361,English,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
875021211251597312,iPhone,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",2017-06-14 16:04:48,12,10,None,,4257,23732,English,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True
874680097055178752,iPhone,https://twitter.com/dog_rates/status/874680097055178752/photo/1,2017-06-13 17:29:20,12,10,Cash,,4186,25884,English,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True
874296783580663808,iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,2017-06-12 16:06:11,13,10,Jed,pupper,3721,24259,English,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True
874057562936811520,iPhone,https://twitter.com/dog_rates/status/874057562936811520/photo/1,2017-06-12 00:15:36,12,10,None,,3600,21168,English,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True
874012996292530176,iPhone,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",2017-06-11 21:18:31,13,10,Sebastian,puppo,9240,31876,English,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True
873580283840344065,iPhone,https://twitter.com/dog_rates/status/873580283840344065/photo/1,2017-06-10 16:39:04,13,10,None,,3563,22574,English,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True
873213775632977920,iPhone,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",2017-06-09 16:22:42,12,10,Sierra,pupper,1430,6670,English,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True
872967104147763200,iPhone,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",2017-06-09 00:02:31,12,10,None,doggo,4904,25401,English,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True
872820683541237760,iPhone,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",2017-06-08 14:20:41,13,10,None,,3366,13737,English,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
872620804844003328,iPhone,https://twitter.com/dog_rates/status/872620804844003328/photo/1,2017-06-08 01:06:27,13,10,Monkey,,3300,19334,English,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True
872486979161796608,iPhone,https://twitter.com/dog_rates/status/872486979161796608/photo/1,2017-06-07 16:14:40,12,10,None,,8207,38033,English,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True
871879754684805121,iPhone,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",2017-06-06 00:01:46,13,10,Lassie,puppo,9937,35069,English,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True
871762521631449091,iPhone,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",2017-06-05 16:15:56,12,10,Rover,pupper,3165,18875,English,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True
870656317836468226,iPhone,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",2017-06-02 15:00:16,13,10,Cody,,2390,11543,English,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True
870374049280663552,iPhone,https://twitter.com/dog_rates/status/870374049280663552/photo/1,2017-06-01 20:18:38,13,10,Zoey,,24202,77776,English,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True
870308999962521604,iPhone,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",2017-06-01 16:00:09,13,10,Rumble,,3778,20524,English,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True
869772420881756160,iPhone,https://twitter.com/dog_rates/status/869772420881756160/photo/1,2017-05-31 04:27:59,13,10,Dewey,,9266,39932,English,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True
869702957897576449,iPhone,https://twitter.com/dog_rates/status/869702957897576449/photo/1,2017-05-30 23:51:58,13,10,Stanley,,5756,26458,English,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True
869227993411051520,iPhone,https://twitter.com/dog_rates/status/869227993411051520/photo/1,2017-05-29 16:24:37,13,10,Gizmo,,3446,19147,English,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True
868622495443632128,iPhone,https://twitter.com/dog_rates/status/868622495443632128/photo/1,2017-05-28 00:18:35,13,10,None,,4844,25025,English,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True
868552278524837888,iPhone,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",2017-05-27 19:39:34,12,10,Cooper,,1895,9459,English,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True
867900495410671616,iPhone,https://twitter.com/dog_rates/status/867900495410671616/photo/1,2017-05-26 00:29:37,12,10,None,,3833,22764,English,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True
867774946302451713,iPhone,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",2017-05-25 16:10:44,13,10,Harold,,6730,31911,English,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True
867421006826221569,iPhone,https://twitter.com/dog_rates/status/867421006826221569/photo/1,2017-05-24 16:44:18,12,10,Shikha,puppo,2285,15127,English,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True
867051520902168576,iPhone,https://twitter.com/dog_rates/status/867051520902168576/photo/1,2017-05-23 16:16:06,13,10,None,,7252,30302,English,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True
866686824827068416,iPhone,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",2017-05-22 16:06:55,12,10,Lili,puppo,3197,18124,English,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True
866450705531457537,iPhone,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",2017-05-22 00:28:40,13,10,Jamesy,pupper,32431,115080,English,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True
